"Id","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
234,"RL",75,10650,"1","NoApp","Reg","Lvl","4","Corner","1","CollgCr","Norm","Norm","1Fam","1Story",5,6,1976,1976,"Gable","CompShg","HdBoard","HdBoard","None",0,"3","3","CBlock","3","4","3","2",182,"5",712,0,894,"GasA","3","1","SBrkr",894,0,0,894,1,0,1,0,3,1,"3",5,"5",0,"0","Attchd",2,"1",1,308,"3","3","3",365,0,0,0,0,0,"0","MnPrv","NoApp",0,2,2010,"WD","Normal",128200
235,"RL",69,7851,"1","NoApp","Reg","Lvl","4","Inside","1","Gilbert","Norm","Norm","1Fam","2Story",6,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","3","PConc","4","3","1","6",625,"1",0,235,860,"GasA","5","1","SBrkr",860,1100,0,1960,1,0,2,1,4,1,"4",8,"5",2,"3","BuiltIn",3,"3",2,440,"3","3","3",288,48,0,0,0,0,"0","NoApp","NoApp",0,5,2010,"WD","Normal",216500
236,"RM",21,1680,"1","NoApp","Reg","Lvl","4","Inside","1","BrDale","Norm","Norm","TwnhsE","2Story",6,3,1971,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",604,"3","3","CBlock","3","3","1","5",358,"1",0,125,483,"GasA","3","1","SBrkr",483,504,0,987,0,0,1,1,2,1,"3",5,"5",0,"0","Detchd",2,"1",1,264,"3","3","3",0,0,0,0,0,0,"0","NoApp","NoApp",0,8,2008,"WD","Normal",89500
237,"RL",65,8773,"1","NoApp","Reg","Lvl","4","FR2","1","CollgCr","Norm","Norm","1Fam","1Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",98,"4","3","PConc","4","3","3","6",24,"1",0,1390,1414,"GasA","5","1","SBrkr",1414,0,0,1414,0,0,2,0,3,1,"4",6,"5",0,"0","Attchd",3,"2",2,494,"3","3","3",132,105,0,0,0,0,"0","NoApp","NoApp",0,5,2010,"WD","Normal",185500
238,"RL",69,9453,"1","NoApp","IR1","Lvl","4","CulDSac","1","SawyerW","RRNe","Norm","1Fam","2Story",7,7,1993,2003,"Gable","CompShg","HdBoard","HdBoard","None",0,"4","3","PConc","4","3","1","4",402,"1",0,594,996,"GasA","5","1","SBrkr",1014,730,0,1744,0,0,2,1,3,1,"4",7,"5",0,"0","Attchd",3,"2",2,457,"3","3","3",370,70,0,238,0,0,"0","NoApp","NoApp",0,2,2010,"WD","Normal",194500
239,"RL",93,12030,"1","NoApp","Reg","Lvl","4","Inside","1","NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Hip","CompShg","VinylSd","VinylSd","BrkFace",254,"5","3","PConc","5","3","1","1",0,"1",0,1694,1694,"GasA","5","1","SBrkr",1694,0,0,1694,0,0,2,0,3,1,"4",7,"5",0,"0","Attchd",3,"3",3,818,"3","3","3",168,228,0,0,0,0,"0","NoApp","NoApp",0,12,2007,"New","Partial",318000
240,"RL",52,8741,"1","NoApp","Reg","Lvl","4","Inside","1","Edwards","Norm","Norm","1Fam","1.5Fin",6,4,1945,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","3","CBlock","3","2","1","2",94,"1",0,641,735,"GasA","3","1","FuseA",798,689,0,1487,0,0,1,1,3,1,"3",7,"5",1,"4","Detchd",2,"1",1,220,"3","3","3",0,140,0,0,0,0,"0","MnPrv","NoApp",0,4,2010,"WD","Normal",113000
241,"FV",75,9000,"1","NoApp","Reg","Lvl","4","Inside","1","Somerst","Norm","Norm","1Fam","1Story",8,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",36,"4","3","PConc","4","3","3","6",1078,"1",0,488,1566,"GasA","5","1","SBrkr",1566,0,0,1566,1,0,2,0,3,1,"4",7,"5",0,"0","Attchd",3,"2",2,750,"3","3","3",144,168,0,0,0,0,"0","NoApp","NoApp",0,4,2010,"WD","Normal",262500
242,"RM",40,3880,"1","NoApp","Reg","Lvl","4","Inside","1","OldTown","Norm","Norm","1Fam","1Story",5,9,1945,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","4","CBlock","3","3","1","5",329,"1",0,357,686,"GasA","4","1","SBrkr",866,0,0,866,0,0,1,0,2,1,"4",4,"5",0,"0","NoApp",0,"0",0,0,"0","0","3",58,42,0,0,0,0,"0","NoApp","NoApp",0,8,2007,"WD","Normal",110500
243,"RM",63,5000,"1","NoApp","Reg","Lvl","4","Corner","1","OldTown","Norm","Norm","1Fam","1.5Fin",5,4,1900,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"3","3","BrkTil","3","3","1","1",0,"1",0,540,540,"GasA","4","0","FuseA",889,551,0,1440,0,0,1,0,3,1,"3",6,"5",0,"0","Attchd",1,"1",1,352,"2","3","3",0,0,77,0,0,0,"0","NoApp","NoApp",0,4,2006,"WD","Normal",79000
244,"RL",75,10762,"1","NoApp","Reg","Lvl","4","Corner","1","SawyerW","Norm","Norm","TwnhsE","2Story",6,6,1980,1980,"Gable","CompShg","Plywood","Plywood","None",0,"3","3","CBlock","4","3","1","1",0,"1",0,626,626,"GasA","3","1","SBrkr",626,591,0,1217,0,0,1,1,3,1,"3",6,"5",1,"3","Attchd",2,"2",1,288,"3","3","3",0,28,0,0,0,0,"0","NoApp","NoApp",0,4,2009,"WD","Normal",120000
245,"RL",69,8880,"1","NoApp","IR1","Lvl","4","Inside","1","SawyerW","Norm","Norm","1Fam","2Story",7,5,1994,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","3","PConc","4","3","1","6",695,"1",0,253,948,"GasA","5","1","SBrkr",1222,888,0,2110,1,0,2,1,3,1,"4",8,"5",2,"2","Attchd",3,"2",2,463,"3","3","3",0,130,0,0,0,0,"0","NoApp","NoApp",0,5,2010,"WD","Normal",205000
246,"RL",80,10400,"1","NoApp","Reg","Lvl","4","Inside","1","NWAmes","Norm","Norm","1Fam","1Story",7,5,1988,1988,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",102,"3","3","CBlock","4","3","3","6",929,"1",0,916,1845,"GasA","4","1","SBrkr",1872,0,0,1872,0,1,2,0,3,1,"3",6,"5",1,"3","Attchd",3,"3",2,604,"3","3","3",197,39,0,0,0,0,"0","NoApp","NoApp",0,6,2006,"WD","Normal",241500
247,"RM",69,9142,"1","Grvl","Reg","Lvl","4","Inside","1","OldTown","Norm","Norm","2fmCon","2Story",6,8,1910,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"3","2","Stone","2","3","1","1",0,"1",0,1020,1020,"GasA","4","0","FuseP",908,1020,0,1928,0,0,2,0,4,2,"2",9,"5",0,"0","Detchd",1,"1",1,440,"1","1","3",0,60,112,0,0,0,"0","NoApp","NoApp",0,4,2006,"WD","Normal",137000
248,"RL",75,11310,"1","NoApp","Reg","Lvl","4","Inside","1","NAmes","Norm","Norm","1Fam","1Story",6,5,1954,1954,"Hip","CompShg","Wd Sdng","BrkFace","None",0,"3","3","CBlock","3","3","1","1",0,"1",0,1367,1367,"GasA","5","1","SBrkr",1375,0,0,1375,0,0,1,0,2,1,"3",5,"5",1,"3","Attchd",2,"1",2,451,"3","3","3",0,30,0,0,0,0,"0","NoApp","NoApp",0,6,2006,"WD","Normal",140000
249,"RL",72,11317,"1","NoApp","Reg","Lvl","4","Inside","1","CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",101,"4","3","PConc","4","3","1","1",0,"1",0,840,840,"GasA","5","1","SBrkr",840,828,0,1668,0,0,2,1,3,1,"4",8,"5",0,"0","Attchd",3,"2",2,500,"3","3","3",144,68,0,0,0,0,"0","NoApp","NoApp",0,9,2007,"WD","Normal",180000
250,"RL",69,159000,"1","NoApp","IR2","Low","4","CulDSac","3","ClearCr","Norm","Norm","1Fam","1.5Fin",6,7,1958,2006,"Gable","CompShg","Wd Sdng","HdBoard","BrkCmn",472,"4","3","CBlock","4","3","4","3",697,"1",0,747,1444,"GasA","4","1","SBrkr",1444,700,0,2144,0,1,2,0,4,1,"4",7,"5",2,"3","Attchd",2,"3",2,389,"3","3","3",0,98,0,0,0,0,"0","NoApp","Shed",500,6,2007,"WD","Normal",277000
251,"RL",55,5350,"1","NoApp","IR1","Lvl","4","Inside","1","BrkSide","Norm","Norm","1Fam","1Story",3,2,1940,1966,"Gable","CompShg","Wd Sdng","Plywood","None",0,"3","1","CBlock","3","3","1","1",0,"1",0,728,728,"GasA","5","1","SBrkr",1306,0,0,1306,0,0,1,0,3,1,"2",6,"3",0,"0","NoApp",0,"0",0,0,"0","0","3",263,0,0,0,0,0,"0","GdWo","Shed",450,5,2010,"WD","Normal",76500
252,"RM",44,4750,"1","NoApp","IR1","HLS","4","Inside","2","Crawfor","Norm","Norm","TwnhsE","1Story",8,5,2006,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",481,"4","3","PConc","4","3","4","6",1573,"1",0,0,1573,"GasA","5","1","SBrkr",1625,0,0,1625,1,1,2,0,2,1,"4",5,"5",1,"4","Attchd",3,"3",2,538,"3","3","3",123,0,0,0,153,0,"0","NoApp","NoApp",0,12,2007,"WD","Family",235000
253,"RL",65,8366,"1","NoApp","IR1","Lvl","4","Inside","1","SawyerW","Norm","Norm","1Fam","2Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","3","PConc","4","3","1","1",0,"1",0,798,798,"GasA","5","1","SBrkr",798,842,0,1640,0,0,2,1,3,1,"4",6,"5",0,"0","Attchd",3,"2",2,520,"3","3","3",138,45,0,0,0,0,"0","NoApp","NoApp",0,12,2008,"WD","Normal",173000
254,"RL",85,9350,"1","NoApp","Reg","Lvl","4","Inside","1","NAmes","Norm","Norm","1Fam","SLvl",6,7,1964,1991,"Hip","CompShg","HdBoard","HdBoard","BrkFace",108,"3","3","CBlock","4","3","4","2",270,"5",580,452,1302,"GasA","5","1","SBrkr",1302,0,0,1302,0,1,2,0,3,1,"4",7,"4",0,"0","Attchd",2,"2",1,309,"3","3","3",333,0,0,0,0,0,"0","MnPrv","NoApp",0,10,2007,"CWD","Normal",158000
255,"RL",70,8400,"1","NoApp","Reg","Lvl","4","Inside","1","NAmes","Norm","Norm","1Fam","1Story",5,6,1957,1957,"Gable","CompShg","MetalSd","MetalSd","None",0,"3","4","CBlock","3","3","1","3",922,"1",0,392,1314,"GasA","3","1","SBrkr",1314,0,0,1314,1,0,1,0,3,1,"3",5,"5",0,"0","Attchd",2,"2",1,294,"3","3","3",250,0,0,0,0,0,"0","NoApp","NoApp",0,6,2010,"WD","Normal",145000
256,"RL",66,8738,"1","NoApp","IR1","Lvl","4","Inside","1","Gilbert","Norm","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",302,"4","3","PConc","4","3","1","1",0,"1",0,975,975,"GasA","5","1","SBrkr",1005,1286,0,2291,0,0,2,1,4,1,"4",8,"5",1,"3","BuiltIn",3,"3",2,429,"3","3","3",192,0,0,0,0,0,"0","NoApp","NoApp",0,2,2006,"WD","Normal",230000
257,"FV",64,8791,"1","NoApp","IR1","Lvl","4","Inside","1","Somerst","Norm","Norm","1Fam","2Story",6,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","3","PConc","4","3","1","3",503,"1",0,361,864,"GasA","5","1","SBrkr",864,864,0,1728,0,0,2,1,3,1,"4",7,"5",0,"0","Attchd",3,"2",2,673,"3","3","3",216,56,0,0,0,0,"0","NoApp","NoApp",0,5,2008,"WD","Normal",207500
258,"RL",68,8814,"1","NoApp","Reg","Lvl","4","Inside","1","CollgCr","Norm","Norm","1Fam","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",180,"4","3","PConc","4","3","1","6",1334,"1",0,270,1604,"GasA","5","1","SBrkr",1604,0,0,1604,1,0,2,1,3,1,"4",8,"5",1,"4","Attchd",3,"2",2,660,"3","3","3",123,110,0,0,0,0,"0","NoApp","NoApp",0,3,2009,"WD","Abnorml",220000
259,"RL",80,12435,"1","NoApp","Reg","Lvl","4","Inside","1","CollgCr","Norm","Norm","1Fam","2Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",172,"4","3","PConc","4","3","1","6",361,"1",0,602,963,"GasA","5","1","SBrkr",963,829,0,1792,0,0,2,1,3,1,"4",7,"5",1,"3","Attchd",3,"2",2,564,"3","3","3",0,96,0,245,0,0,"0","NoApp","NoApp",0,5,2008,"WD","Normal",231500
260,"RM",70,12702,"1","NoApp","Reg","Lvl","4","Inside","1","OldTown","Norm","Norm","1Fam","1Story",5,5,1956,1956,"Gable","CompShg","BrkFace","BrkFace","None",0,"3","3","PConc","0","0","0","0",0,"0",0,0,0,"GasA","4","1","FuseA",882,0,0,882,0,0,1,0,2,1,"3",4,"5",0,"0","Detchd",2,"1",1,308,"3","3","3",0,45,0,0,0,0,"0","NoApp","NoApp",0,12,2008,"WD","Normal",97000
261,"RL",120,19296,"1","NoApp","Reg","Lvl","4","Corner","1","NAmes","Artery","Norm","1Fam","SLvl",6,5,1962,1962,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",399,"3","3","CBlock","3","3","4","3",672,"5",690,0,1362,"GasA","3","1","SBrkr",1382,0,0,1382,1,0,1,0,3,1,"3",6,"5",1,"3","Attchd",3,"1",2,884,"3","3","3",0,0,252,0,0,0,"0","GdWo","NoApp",0,5,2009,"WD","Normal",176000
262,"RL",69,9588,"1","NoApp","IR1","Lvl","4","Inside","1","CollgCr","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Gable","CompShg","CemntBd","CmentBd","Stone",270,"4","3","PConc","5","3","1","1",0,"1",0,1482,1482,"GasA","5","1","SBrkr",1482,1092,0,2574,0,0,2,1,3,1,"5",10,"5",1,"4","BuiltIn",3,"3",3,868,"3","3","3",0,148,0,0,0,0,"0","NoApp","NoApp",0,11,2007,"New","Partial",276000
263,"RL",88,8471,"1","NoApp","IR1","Lvl","4","Corner","1","Sawyer","Norm","Norm","1Fam","SLvl",6,7,1977,1995,"Gable","CompShg","HdBoard","Plywood","BrkFace",46,"3","3","CBlock","4","4","3","5",506,"1",0,0,506,"GasA","3","1","SBrkr",1212,0,0,1212,1,0,1,0,3,1,"3",6,"5",1,"3","Attchd",2,"1",2,492,"3","3","3",292,12,0,0,0,0,"0","GdWo","NoApp",0,7,2006,"WD","Normal",151000
264,"RM",50,5500,"1","NoApp","Reg","Lvl","4","Corner","1","OldTown","Norm","Norm","1Fam","1.5Fin",5,7,1929,2001,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"3","3","BrkTil","3","3","1","2",234,"5",692,0,926,"GasA","3","1","SBrkr",926,0,390,1316,1,0,1,0,3,1,"3",6,"5",0,"0","Detchd",2,"1",2,484,"3","3","3",0,0,0,0,0,0,"0","NoApp","NoApp",0,4,2010,"WD","Normal",130000
265,"RM",30,5232,"1","Grvl","IR3","Bnk","4","Inside","1","OldTown","Artery","Norm","1Fam","1Story",5,5,1925,2004,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"3","3","BrkTil","2","3","1","1",0,"1",0,680,680,"GasA","4","0","FuseP",764,0,0,764,0,0,1,0,2,1,"3",4,"5",0,"0","Detchd",2,"1",2,504,"3","3","1",0,0,0,0,0,0,"0","NoApp","NoApp",0,6,2008,"WD","Normal",73000
266,"RL",78,12090,"1","NoApp","IR1","Lvl","4","Inside","1","NWAmes","Norm","Norm","1Fam","1Story",6,6,1981,1981,"Gable","CompShg","MetalSd","MetalSd","BrkFace",210,"3","4","CBlock","4","3","1","6",588,"2",228,606,1422,"GasA","3","1","SBrkr",1422,0,0,1422,0,0,2,0,3,1,"4",7,"5",1,"3","Attchd",2,"3",2,576,"3","3","3",276,0,0,0,0,0,"0","GdPrv","NoApp",0,6,2008,"WD","Normal",175500
267,"RL",70,11207,"1","NoApp","IR1","HLS","4","FR2","1","Gilbert","Norm","Norm","1Fam","2Story",6,5,1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","3","PConc","4","3","3","6",714,"1",0,88,802,"GasA","4","1","SBrkr",802,709,0,1511,1,0,2,1,3,1,"3",8,"5",1,"3","Attchd",3,"3",2,413,"3","3","3",95,75,0,0,0,0,"0","NoApp","NoApp",0,6,2006,"WD","Normal",185000
268,"RL",60,8400,"1","NoApp","Reg","Bnk","4","Inside","2","SWISU","Norm","Norm","1Fam","2.5Fin",5,8,1939,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"3","3","PConc","3","3","1","2",378,"1",0,342,720,"GasA","5","1","SBrkr",1052,720,420,2192,0,0,2,1,4,1,"4",8,"5",1,"4","Detchd",1,"1",1,240,"3","3","3",262,24,0,0,0,0,"0","NoApp","NoApp",0,7,2008,"WD","Normal",179500
269,"RM",71,6900,"1","NoApp","Reg","Lvl","4","Inside","1","IDOTRR","Norm","Norm","1Fam","1Story",5,6,1940,1955,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","3","CBlock","3","3","1","5",403,"3",125,212,740,"GasA","5","1","SBrkr",778,0,0,778,0,0,1,0,2,1,"3",4,"5",1,"4","Detchd",2,"3",1,924,"5","5","3",0,25,0,0,0,0,"0","NoApp","NoApp",0,2,2008,"WD","Normal",120500
270,"RL",69,7917,"1","NoApp","IR1","Lvl","4","Corner","1","Edwards","Norm","Norm","1Fam","1Story",6,7,1976,1976,"Hip","CompShg","HdBoard","HdBoard","BrkFace",174,"3","4","CBlock","3","4","1","4",751,"1",0,392,1143,"GasA","3","1","SBrkr",1113,0,0,1113,1,0,1,1,3,1,"3",6,"5",1,"2","Attchd",3,"2",1,504,"3","4","3",370,30,0,0,0,0,"0","GdPrv","NoApp",0,5,2007,"WD","Normal",148000
271,"FV",84,10728,"1","NoApp","Reg","Lvl","4","Inside","1","Somerst","Norm","Norm","1Fam","2Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","3","PConc","4","3","2","1",0,"1",0,1095,1095,"GasA","4","1","SBrkr",1095,844,0,1939,0,0,2,1,3,1,"4",8,"5",1,"4","Attchd",3,"2",3,1053,"3","3","3",192,51,0,0,0,0,"0","NoApp","NoApp",0,8,2006,"New","Partial",266000
272,"RL",73,39104,"1","NoApp","IR1","Low","4","CulDSac","3","ClearCr","Norm","Norm","1Fam","1Story",7,7,1954,2005,"Flat","Membran","Plywood","Plywood","None",0,"3","3","CBlock","4","3","4","2",226,"6",1063,96,1385,"GasA","5","1","SBrkr",1363,0,0,1363,1,0,1,0,2,1,"3",5,"3",2,"3","Attchd",2,"1",2,439,"3","3","3",81,0,0,0,0,0,"0","NoApp","NoApp",0,4,2008,"WD","Normal",241500
273,"RL",92,11764,"1","NoApp","IR1","Lvl","4","CulDSac","1","NoRidge","Norm","Norm","1Fam","2Story",8,7,1999,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",348,"4","3","PConc","4","3","1","6",524,"1",0,628,1152,"GasA","5","1","SBrkr",1164,1106,0,2270,0,0,2,1,4,1,"4",9,"5",1,"4","Attchd",3,"3",3,671,"3","3","3",132,57,0,0,0,0,"0","NoApp","NoApp",0,4,2010,"WD","Normal",290000
274,"RL",80,9600,"1","NoApp","Reg","Lvl","4","Inside","1","NAmes","Feedr","Norm","1Fam","1Story",6,6,1958,1988,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkCmn",183,"3","3","CBlock","3","3","1","3",620,"2",620,0,1240,"GasA","4","1","SBrkr",1632,0,0,1632,1,0,2,0,3,1,"3",6,"4",1,"4","Attchd",2,"2",1,338,"3","3","3",289,0,0,0,0,0,"0","MnPrv","NoApp",0,4,2009,"WD","Normal",139000
275,"RL",76,8314,"1","NoApp","Reg","Lvl","4","Corner","1","Mitchel","Norm","Norm","1Fam","1Story",5,7,1982,1982,"Gable","CompShg","HdBoard","ImStucc","None",0,"3","3","CBlock","3","3","4","5",546,"1",0,270,816,"GasA","3","1","SBrkr",816,0,0,816,0,0,1,0,2,1,"3",5,"5",0,"0","Attchd",2,"1",1,264,"3","3","3",168,0,0,0,0,0,"0","NoApp","NoApp",0,6,2007,"WD","Normal",124500
276,"RL",55,7264,"1","NoApp","Reg","Lvl","4","Inside","1","BrkSide","Norm","Norm","1Fam","1.5Fin",7,7,1925,2007,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"4","4","BrkTil","3","3","1","1",0,"1",0,952,952,"GasW","4","0","SBrkr",952,596,0,1548,0,0,2,1,3,1,"5",5,"5",0,"0","Detchd",2,"1",2,672,"3","3","3",74,0,0,0,144,0,"0","NoApp","NoApp",0,10,2009,"WD","Normal",205000
277,"RL",129,9196,"1","NoApp","IR1","Lvl","4","Inside","1","Mitchel","Norm","Norm","1Fam","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","3","PConc","5","3","1","1",0,"1",0,1560,1560,"GasA","5","1","SBrkr",1560,0,0,1560,0,0,2,0,3,1,"4",7,"5",0,"0","Attchd",3,"3",2,573,"3","3","3",100,150,0,0,0,0,"0","NoApp","NoApp",0,4,2010,"WD","Normal",201000
278,"RL",140,19138,"1","NoApp","Reg","Lvl","4","Corner","1","Gilbert","Norm","Norm","1Fam","1Story",4,5,1951,1951,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","3","CBlock","3","3","1","2",120,"1",0,744,864,"GasA","5","1","SBrkr",864,0,0,864,0,0,1,0,2,1,"3",4,"5",0,"0","Detchd",2,"1",2,400,"3","3","3",0,0,0,0,0,0,"0","NoApp","NoApp",0,6,2010,"WD","Normal",141000
279,"RL",107,14450,"1","NoApp","Reg","Lvl","4","Inside","1","NridgHt","Norm","Norm","1Fam","1Story",9,5,2006,2007,"Gable","CompShg","CemntBd","CmentBd","BrkFace",315,"5","3","PConc","5","3","4","1",0,"1",0,2121,2121,"GasA","5","1","SBrkr",2121,0,0,2121,0,0,2,1,3,1,"5",8,"5",1,"5","Attchd",3,"3",3,732,"3","3","3",124,98,0,0,142,0,"0","NoApp","NoApp",0,5,2007,"New","Partial",415298
280,"RL",83,10005,"1","NoApp","Reg","Lvl","4","Inside","1","ClearCr","Norm","Norm","1Fam","2Story",7,5,1977,1977,"Hip","CompShg","Plywood","Plywood","BrkFace",299,"3","3","CBlock","4","3","1","4",392,"1",0,768,1160,"GasA","5","1","SBrkr",1156,866,0,2022,0,0,2,1,4,1,"3",8,"5",1,"3","Attchd",2,"3",2,505,"3","3","3",288,117,0,0,0,0,"0","NoApp","NoApp",0,3,2008,"WD","Normal",192000
281,"RL",82,11287,"1","NoApp","Reg","Lvl","4","Inside","1","SawyerW","Norm","Norm","1Fam","2Story",7,6,1989,1989,"Gable","CompShg","Plywood","Plywood","BrkFace",340,"4","3","CBlock","4","3","3","6",421,"1",0,386,807,"GasA","4","1","SBrkr",1175,807,0,1982,0,0,2,1,3,1,"4",7,"5",1,"3","Attchd",3,"3",2,575,"3","3","3",0,84,0,196,0,0,"0","NoApp","NoApp",0,1,2007,"WD","Normal",228500
282,"FV",60,7200,"1","Pave","Reg","Lvl","4","Inside","1","Somerst","Norm","Norm","1Fam","1Story",6,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",68,"4","3","PConc","4","3","1","6",905,"1",0,357,1262,"GasA","4","1","SBrkr",1262,0,0,1262,0,0,2,0,2,1,"4",5,"5",0,"0","Attchd",3,"3",2,572,"3","3","3",0,120,0,0,0,0,"0","NoApp","NoApp",0,5,2006,"New","Partial",185000
283,"RL",34,5063,"1","NoApp","Reg","Lvl","4","Inside","1","NridgHt","Norm","Norm","Twnhs","1Story",7,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",166,"4","3","PConc","4","3","1","6",904,"1",0,410,1314,"GasA","5","1","SBrkr",1314,0,0,1314,1,0,2,0,2,1,"4",6,"5",1,"4","Attchd",3,"2",2,626,"3","3","3",172,62,0,0,0,0,"0","NoApp","NoApp",0,4,2009,"ConLw","Normal",207500
284,"RL",74,9612,"1","NoApp","Reg","Lvl","4","Inside","1","Somerst","Feedr","Norm","1Fam","1Story",8,5,2008,2009,"Gable","CompShg","VinylSd","VinylSd","Stone",72,"4","3","PConc","4","3","1","1",0,"1",0,1468,1468,"GasA","5","1","SBrkr",1468,0,0,1468,0,0,2,0,3,1,"4",6,"5",1,"4","Attchd",3,"3",3,898,"3","3","3",210,150,0,0,0,0,"0","NoApp","NoApp",0,12,2009,"New","Partial",244600
285,"RL",50,8012,"1","NoApp","Reg","Lvl","4","Inside","1","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1992,1992,"Gable","CompShg","Plywood","ImStucc","None",0,"4","3","PConc","4","3","1","6",430,"1",0,1145,1575,"GasA","4","1","SBrkr",1575,0,0,1575,1,0,2,0,2,1,"4",5,"5",0,"0","Attchd",3,"2",2,529,"3","3","3",0,0,52,0,0,0,"0","NoApp","NoApp",0,7,2007,"WD","Normal",179200
286,"FV",35,4251,"1","Pave","IR1","Lvl","4","Inside","1","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2006,2007,"Gable","CompShg","MetalSd","MetalSd","None",0,"4","3","PConc","4","3","1","1",0,"1",0,625,625,"GasA","5","1","SBrkr",625,625,0,1250,0,0,2,1,2,1,"4",5,"5",0,"0","Detchd",3,"2",2,528,"3","3","3",0,54,0,0,0,0,"0","NoApp","NoApp",0,6,2007,"New","Partial",164700
287,"RL",77,9786,"1","NoApp","IR1","Bnk","4","Inside","1","NAmes","Norm","Norm","1Fam","1.5Fin",6,7,1962,1981,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"3","3","CBlock","3","3","1","3",600,"1",0,312,912,"GasA","3","1","SBrkr",1085,649,0,1734,0,0,1,1,3,1,"4",7,"5",1,"4","Attchd",2,"2",2,440,"3","3","3",0,0,0,0,128,0,"0","GdPrv","NoApp",0,6,2006,"WD","Normal",159000
288,"RL",69,8125,"1","NoApp","IR1","Lvl","4","Corner","1","NAmes","Norm","Norm","1Fam","1Story",4,4,1971,1971,"Gable","CompShg","HdBoard","HdBoard","None",0,"3","3","CBlock","3","3","1","4",614,"1",0,244,858,"GasA","3","1","SBrkr",858,0,0,858,0,0,1,0,3,1,"3",5,"5",0,"0","NoApp",0,"0",0,0,"0","0","3",0,0,0,0,0,0,"0","NoApp","NoApp",0,6,2006,"WD","Normal",88000
